kidgartn_nm,sido_nm,signgu_nm,kidgartn_type_div_nm,refine_road_nm_addr,refine_zipno,kidgartn_telno,kidgartn_faxno,nrsryrm_cnt,playgrnd_cnt,cctv_instl_cnt,chldcare_schlstaf_cnt,fnop_cnt,atndskl_vehcle_opr_yn,hmpg_addr,wgs84_lat,wgs84_logt,dat_crtr_ymd
하누리 어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 289 109동 101호(안양동, 주공뜨란채아파트)",13994,070-7523-5572,--,3,0,4,0,19,N,,37.40029087,126.9257968,20250725
홈타운어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로1244번길 48 101동 101호(석수동, 관악산현대홈타운)",13913,031-472-9618,031-472-9616,3,0,4,0,19,N,,37.4207429,126.9120879,20250725
나무그리고어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 75 301동 106호(비산동, 샛별마을한양4차3단지아파트)",14043,031-341-3365,031-341-3365,3,1,2,0,10,N,,37.396713,126.950874,20250725
이든아이어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 평촌대로211번길 21 309동 102호(호계동, 목련마을우성3단지아파트)",14075,031-382-7981,--,2,0,4,10,15,N,http://cafe.daum.net/kkum7981,37.38924669,126.9553743,20250725
아이랜드어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로623번길 60 102동 102호(호계동, 흥화브라운빌)",14113,031-429-7089,--,4,1,4,7,19,N,,37.37636638,126.9527664,20250725
야호어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 임곡로80번길 33 116동 101호(비산동, 더포레스트힐)",13916,031-466-3433,--,3,0,3,2,12,N,,37.40601137,126.9329272,20250725
아이캐슬어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관악대로106번길 72 116동 102호(롯데캐슬, 비산2동)",13954,031-386-6008,--,3,0,4,8,20,N,,37.39809089,126.9392355,20250725
빛나라어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 병목안로 103 206동 109호,14020,031-442-0060,031-442-0060,4,0,4,0,19,N,,37.3936411,126.9128951,20250725
유란어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양로170번길 50 101호(안양6동, 시대맨션)",14033,031-465-5914,--,4,1,4,0,15,Y,,37.39035976,126.9320057,20250725
유앤아이푸르미어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로 403 105동 101호(박달2동, 한일아파트)",13978,031-341-1522,--,4,0,4,0,17,N,,37.40263126,126.8972443,20250725
티니천재어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양로455번길 39 104호(석수동, 동신벨로스)",13970,031-473-6475,031-473-6475,4,0,4,2,16,N,http://blog.naver.com/tiny104,37.40916855,126.9097232,20250725
예빛어린이집,경기도,안양시만안구,민간,경기 안양시 만안구 석수2동 274-57 ,13964,031-472-4822,031-472-4827,3,0,0,0,25,N,,37.41539628,126.9096388,20250725
다솜어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 박달로 344 대림한숲타운내 관리동 1층,14014,031-464-2240,031-464-2241,4,1,4,0,20,N,,37.40411192,126.8926514,20250725
평촌다하어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 흥안대로 450-14 ,14062,031-425-2088,070-8281-1380,4,1,5,0,54,N,******************,37.39381849,126.9760592,20250725
하늘샘어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 연현로79번길 105 LG빌리지 아파트 관리동2층,13903,031-472-4266,--,3,0,6,3,20,N,,37.42790477,126.9024917,20250725
영화삐아제어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 석천로 173 (석수동),13968,031-472-4500,--,4,0,0,0,29,Y,,37.41227041,126.9080929,20250725
꼬마사랑어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로79번길 56 407동 102호(석수동, 석수LG빌리지아파트)",13903,031-471-7202,--,3,0,4,0,18,N,,37.429848,126.901024,20250725
한사랑어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로507번길 57 301동 102호(박달동, 한신휴플러스타운3차아파트)",13980,031-443-5003,031-468-5406,3,0,4,5,19,Y,,37.40455341,126.9074674,20250725
낮은울타리어린이집,경기도,안양시동안구,민간,경기도 안양시 동안구 인덕원로23번길 5 (관양동),13950,031-424-5864,--,3,0,7,0,22,N,,37.40146391,126.9737641,20250725
상떼빌어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 삼덕로63번길 32 성원상떼빌아파트 607동102호 18/6 (안양동),14027,031-464-0003,031-464-0003,4,0,4,7,19,Y,,37.39279304,126.9178766,20250725
우성솔향어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로 498 106동 101호(박달동, 우성)",14008,031-445-0105,031-445-0105,3,0,0,0,19,Y,,37.40055662,126.9079862,20250725
푸른숲어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로 1241 104동 105호(석수동, 경남아너스빌)",13961,031-473-4332,--,3,0,0,0,20,N,,37.41749479,126.9115203,20250725
수정어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양로13번길 11 103동 103호(안양동, 삼호수정아파트)",14096,031-464-2229,031-464-2229,4,0,4,0,14,N,,37.37708323,126.939677,20250725
아이린 어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 병목안로110번길 12 101동 103호(안양동, 율목주공아파트)",14012,031-468-7959,031-468-7959,3,0,4,0,19,N,cafe.daum.net/yang9291,37.39329047,126.9089086,20250725
벽산사랑숲어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 장내로120번길 11 1동 107호(안양4동, 벽산아파트)",13997,031-443-0101,--,4,0,4,0,19,N,,37.39605544,126.9225412,20250725
꼬망쎄어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 와룡로 14 (1층),13974,031-473-3366,031-473-3366,3,0,5,6,17,N,,37.40558759,126.8983878,20250725
초롱어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 장내로 76 502동 102호(안양4동, 수리산성원상떼빌1차아파트)",14027,031-466-7780,--,4,0,4,0,20,N,,37.39454891,126.9172712,20250725
아해랑어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 오리로34번길 70 ,13976,070-4159-3624,070-8111-3623,5,0,4,0,20,Y,,37.40964533,126.8832556,20250725
덕천래미안어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 안양천서로 177 래미안안양메가트리아 관리동,14038,031-441-6300,--,4,1,10,12,61,N,,37.3943814,126.9336306,20250725
푸른꿈어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 177 110동 104호(안양동,래미안안양메가트리아)",14038,031-441-4321,031-465-3002,4,0,4,7,20,N,,37.39384026,126.9326938,20250725
성심어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 안양천서로 177 214동 102호(안양동,래미안안양메가트리아)",14038,031-451-1400,031-456-8787,4,0,4,7,20,N,,37.39276765,126.9340005,20250725
큰나래어린이집,경기도,안양시동안구,민간,"경기도 안양시 동안구 관악대로 133 131동 1층(비산동, 삼성래미안)",13922,031-468-3285,--,6,2,7,16,62,N,,37.39939597,126.9386512,20250725
점프어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 덕천로128번길 8 2층 점프어린이집,14085,031-447-0659,--,5,0,5,6,32,N,,37.39157967,126.9348856,20250725
새롬친구어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 안양판교로 42 102동 106호(관양동, 인덕원마을삼성아파트)",13943,031-421-3200,--,4,2,4,0,20,N,,37.39874836,126.9793686,20250725
라이프어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 귀인로 258 101동 107호(평촌동, 꿈마을라이프1단지아파트)",14102,031-383-6870,031-383-6870,4,2,6,7,20,N,,37.38663103,126.9679068,20250725
아이랑어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 61 104동 107호(비산동, 샛별마을한양4차1단지아파트)",14043,031-341-8797,031-341-8797,2,2,2,0,9,N,,37.396515,126.94896,20250725
호산어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로721번길 44-28 101동 106호(호계동,호산아파트)",14077,031-442-1264,031-341-7200,3,0,4,0,19,N,cafe.daum.net.hosannursery,37.40093101,126.9384093,20250725
사과나무 어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 관악대로106번길 29 롯데낙천대아파트 110동102호 (비산동),13954,031-386-0908,031-386-0908,4,0,4,6,20,N,,37.39832099,126.9389498,20250725
별누리 어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 소곡로 162 101동 105호(안양동, 수리산PARKONE)",14090,031-466-2006,031-466-2006,3,0,0,0,19,Y,********************,37.38875235,126.9234647,20250725
완두콩 어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로1290번길 15 101동 102호(석수동, 관악이안)",13908,031-474-2251,031-474-2250,3,0,4,0,19,N,*******************,37.42294462,126.9082272,20250725
초록별어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 연현로 29 103동 103호(석수동, 안양석수하우스토리아파트)",13903,031-472-7008,031-472-7008,4,0,4,0,20,N,,37.42556824,126.9023868,20250725
샤론자연어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 창박로 15-15 (안양동),14025,031-444-7144,031-444-7144,8,1,9,0,71,Y,,37.38463926,126.9051055,20250725
아이윌어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 석수로212번길 30 ,13971,031-442-1104,031-624-5115,6,0,11,4,40,Y,,37.40876358,126.8952434,20250725
리틀홍익어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 경수대로 1193 116동102호(석수동,석수대림)",13961,031-347-4166,031-347-4166,3,0,4,0,19,N,,37.41550363,126.9133664,20250725
우성어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 평촌대로179번길 30 502동 107호(호계동, 목련마을우성5단지아파트)",14075,031-388-4002,--,2,0,0,0,9,N,,37.38924669,126.9553743,20250725
베베랑어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 흥안대로81번길 64 라동 102호 (호계동,금수연립)",,031-454-8487,031-454-8989,2,0,0,0,12,Y,,37.37221631,126.9541157,20250725
다니엘키즈어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 학의로 44 203동 104호(비산동, 관악부영4차아파트)",14044,031-342-5044,031-388-5044,4,0,4,7,20,Y,http:/cafe.naver.com/1004 danier,37.39658212,126.9453147,20250725
꿈누리어린이집,경기도,안양시동안구,가정,경기도 안양시 동안구 경수대로707번길 42 마젤란21아파트 101-106(전용) (호계동),14077,031-477-3006,031-477-3004,3,0,4,8,19,N,,37.38439096,126.9492819,20250725
샘마을어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 흥안대로223번길 16 201동 105호(호계동, 샘마을아파트)",14106,031-427-6936,--,4,1,5,8,20,N,,37.37574068,126.9671995,20250725
리나어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 평촌대로253번길 18 617동 105호(비산동, 샛별마을한양4차6단지아파트)",14046,031-384-6134,031-384-6134,2,0,3,0,9,N,*********************,37.39459,126.952324,20250725
사랑이가득한어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 귀인로172번길 22 305동 105호(호계동, 무궁화마을경남3단지아파트)",14099,031-382-5482,--,4,0,0,0,13,N,,37.38360764,126.957904,20250725
베이비예영어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구  관악대로 133 116동 101호(비산동, 삼성래미안)",13922,031-345-9696,031-345-9696,4,0,4,10,20,N,,37.39918332,126.9367943,20250725
반짝아이어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 예술공원로 59 101동 106호(안양동, 삼성아파트)",13957,031-472-2357,031-472-2357,3,0,4,2,20,Y,,37.41307513,126.9156537,20250725
밝은세상어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 예술공원로 59 101동 101호,13957,031-471-9355,031-472-9355,4,0,4,0,19,N,,37.41350966,126.9170241,20250725
해피베이비어린이집,경기도,안양시만안구,가정,경기도 안양시 만안구 석수로26번길 20 101호,13970,031-472-6752,--,4,0,0,0,18,N,,37.40975544,126.9089996,20250725
아이꿈터어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 흥안대로434번길 24 203동 104호(평촌동, 인덕원대림2차아파트)",14063,031-342-4422,--,3,0,0,0,19,N,,37.39148199,126.9769911,20250725
예솔아이어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 관평로138번길 63 705동 105호(평촌동, 초원마을부영7단지아파트)",14068,031-347-9561,031-387-0190,3,0,4,0,13,N,,37.39186204,126.9648548,20250725
새솔어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 달안로 124 405동 102호(관양동, 한가람신라4단지아파트)",14052,031-386-9887,031-386-9887,3,0,4,6,14,N,,37.39696958,126.9567918,20250725
샛별꾸러기어린이집,경기도,안양시동안구,가정,경기 안양시 동안구 달안동 샛별한양아파트 303동 101호 ,14043,031-385-1935,--,3,1,0,0,20, ,,,,20250725
반디어린이집,경기도,안양시동안구,가정,"경기도 안양시 동안구 경수대로 793 105동 102호(호계동, 한마음임광1차아파트)",14040,031-427-2215,--,3,0,0,0,13,N,*********************,37.39110867,126.9439549,20250725
돌고래어린이집,경기도,안양시,직장,경기도 안양시 동안구 관평로212번길 57 (관양동),14051,031-388-0525,031-388-0523,4,0,0,0,49,N,,37.39769375,126.961366,20250725
동안양어린이집,경기도,안양시,법인·단체등,경기 안양시 동안구 비산3동 1047-7 ,13935,031-388-3949,031-388-3949,4,0,0,0,43, ,,,,20250725
달안어린이집,경기도,안양시,국공립,경기도 안양시 동안구 동안로 178 달안어린이집,14046,031-425-2644,031-425-2645,3,0,8,11,45,N,,37.39460574,126.950089,20250725
IBK 참!좋은어린이집,경기도,안양시,직장,경기도 안양시 동안구 시민대로 290 기업은행 3층,14066,031-381-6634,031-381-6636,4,3,19,14,55,N,,37.39476714,126.9626193,20250725
하나래어린이집,경기도,안양시,국공립,경기도 안양시 동안구 동편로 80 ,13928,031-421-1047,031-422-1047,5,1,12,15,60,N,http://cafe.daum.net./hanarelove,37.41044409,126.9728268,20250725
호계꿈어린이집,경기도,안양시,국공립,경기도 안양시 동안구 경수대로 504 ,14123,031-427-3171,031-427-3172,5,1,10,15,80,N,,37.36768288,126.9587904,20250725
대궁어린이집,경기도,안양시,국공립,경기도 안양시 동안구 시민대로327번길 11-41 ,14055,031-425-1737,031-425-1731,7,1,10,16,88,N,,37.39848513,126.9638376,20250725
이오랑어린이집,경기도,안양시,직장,경기도 안양시 동안구 동편로 110 동편마을 319동101호,13928,031-337-9555,031-422-2442,3,0,8,5,20,N,,37.41341503,126.9720934,20250725
까꿍어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 박달로498번길 28 102동 105호(박달동, 우성)",14008,031-468-4489,0504-219-3731,4,1,4,2,20,N,,37.40224242,126.9075633,20250725
산들애어린이집,경기도,안양시만안구,가정,"경기도 안양시 만안구 예술공원로103번길 68 101호(석수1동, 산들에빌)",13912,031-471-9993,--,4,0,4,0,17,Y,,37.42014144,126.9174956,20250725
아이큰햇빛어린이집,경기도,안양시만안구,민간,경기도 안양시 만안구 양화로28번길 33-10 (안양동),14007,031-447-0107,0504-024-2513,12,2,16,0,122,Y,,37.3978991,126.9150675,20250725
